strength,p_target
0.0,0.0018166124064009637
0.02,0.001814720337279141
0.04,0.0018176635494455695
0.06,0.0018257876945426688
0.08,0.0018394256476312876
0.1,0.0018588761886348948
0.12,0.0018843977595679462
0.15,0.001934601299581118
0.2,0.002052094234386459
0.3,0.0024539752630516887
0.4,0.0033758068457245827
0.6,0.012014373030979186
0.8,0.04852329893037677
1.0,0.13960555754601955
